R_Eatery_Name,R_Eatery_Old_Addr,R_Eatery_Addr,R_Eatery_Latitude,R_Eatery_Longtitude,R_Eatery_Score,R_Eatery_Views,R_Eatery_Preference,R_Eatery_Reviews,R_Eatery_Bookmarks
잔디가미,제주특별자치도 제주시 우도면 연평리 26,제주특별자치도 제주시 우도면 우도해안길 912,33.4972931,126.9671356,0,488,0,0,1
윤비자,제주특별자치도 제주시 한림읍 협재리 1416-1,제주특별자치도 제주시 한림읍 한림로 431,33.39981,126.247475,0,632,0,0,2
윤식당,제주특별자치도 제주시 한림읍 협재리 1416-1,제주특별자치도 제주시 한림읍 한림로 431,33.39981,126.247475,0,1139,1,0,2
허브랑,제주특별자치도 서귀포시 표선면 토산리 439-5,제주특별자치도 서귀포시 표선면 일주동로 6466,33.30778,126.78091,0,782,0,0,2
카페제주동네,제주특별자치도 제주시 구좌읍 종달리 841-1,제주특별자치도 제주시 구좌읍 종달로5길 23,33.493282,126.8987,4,2800,0,3,6
그림상회화덕피자,제주특별자치도 서귀포시 표선면 토산리 1391-4,제주특별자치도 서귀포시 표선면 중산간동로5570번길 9,33.326214,126.76501,5,2998,1,1,13
비어라운드(Be around),제주특별자치도 제주시 구좌읍 하도리 907,제주특별자치도 제주시 구좌읍 하도9길 72,33.511555,126.89074,5,3546,3,12,19
마라톤식당,제주특별자치도 제주시 오라일동 2441-1,제주특별자치도 제주시 서광로 174,33.4997233,126.5149932,0,1290,1,0,0
스시우다,제주특별자치도 제주시 용담3동 521-2,제주특별자치도 제주시 용마로 30,33.51559,126.50649,5,950,0,1,1
문어빵굽는 문빵9 서귀포올레시장,제주특별자치도 서귀포시 서귀동 277-1,제주특별자치도 서귀포시 중앙로62번길 18,33.2501708,126.5636786,0,1539,1,0,14
제주이야기,제주특별자치도 제주시 구좌읍 행원리 542-7,제주특별자치도 제주시 구좌읍 행원로13길 67,33.55312,126.81699,5,2862,1,1,4
백양닭집,제주특별자치도 제주시 용담1동 157-6,제주특별자치도 제주시 서문로6길 7,33.511322,126.51861,4,2206,1,5,29
판포분식,제주특별자치도 제주시 한경면 판포리 2947-5,제주특별자치도 제주시 한경면 판포1길 44-1,33.363693,126.19619,5,2184,0,3,16
다담은,제주특별자치도 제주시 외도1동 639-3,제주특별자치도 제주시 우정로15길 5,33.486088,126.43191,0,1621,0,0,4
꽃담팥집카페,제주 서귀포시 성산리 111,제주 서귀포시 성산읍 일출로 284-7,33.463013,126.936005,0,1296,1,0,1
카페다랑쉬,제주특별자치도 제주시 조천읍 신촌리 2454-7,제주특별자치도 제주시 조천읍 신촌3길 19,33.534763,126.618454,0,235,0,0,2
이런날엔카페&레스토랑,제주특별자치도 제주시 구좌읍 한동리 1358-4,제주특별자치도 제주시 구좌읍 한동북1길 60,33.542553,126.83065,0,244,0,0,2
연정식당,제주특별자치도 제주시 연동 256,제주특별자치도 제주시 신광로10길 29,33.483772,126.486824,4,1740,0,3,9
다금바리스타,제주특별자치도 제주시 한경면 고산리 3610-4,제주특별자치도 제주시 한경면 노을해안로 1166,33.308743,126.1653,0,586,0,0,0
오조파스타앤피자,제주특별자치도 서귀포시 성산읍 오조리 57-57,제주특별자치도 서귀포시 성산읍 고성동서로 79,33.450954,126.91569,0,1288,0,0,4
루스트플레이스 제원점,"제주특별자치도 제주시 연동 284-5 , 2층",제주특별자치도 제주시 노연로 118-1,33.48558,126.49288,0,1078,0,0,0
갈치 카페,제주 서귀포시 중문관광로 31,제주 서귀포시 중문관광로 31,33.25541,126.41456,0,1406,0,0,2
앤트러사이트,제주특별자치도 제주시 한림읍 동명리 1715,제주특별자치도 제주시 한림읍 한림로 564,33.407646,126.25817,4,13207,10,21,125
삼일식당,제주특별자치도 제주시 한림읍 동명리 1614-8,제주특별자치도 제주시 한림읍 한림상로 92,33.40862,126.26358,5,2352,0,2,8
노조미,제주특별자치도 제주시 연동 1501-15,제주특별자치도 제주시 국기로2길 2-3,33.479515,126.49031,0,2384,0,0,6
코코부코,제주특별자치도 서귀포시 안덕면 사계리 2147-30,제주특별자치도 서귀포시 안덕면 형제해안로 13-1,33.227856,126.30515,5,651,0,1,2
석촌식당,제주특별자치도 제주시 삼도2동 1182,제주특별자치도 제주시 중앙로2길 33,33.517265,126.52138,0,2394,0,0,11
종종캐주얼다이닝,제주특별자치도 제주시 연동 1496-4,제주특별자치도 제주시 과원북2길 66-1,33.47869,126.48944,4,1488,1,3,2
옛날동문시장칼국수,제주특별자치도 제주시 일도일동 1103,제주특별자치도 제주시 동문로4길 9,33.5120807,126.5283388,4,3346,1,2,59
다가미(도남),제주특별자치도 제주시 도남동 68-2,제주특별자치도 제주시 도남로 111,33.490448,126.528725,4,3451,1,5,18
명진전복,제주특별자치도 제주시 구좌읍 평대리 515-28,제주특별자치도 제주시 구좌읍 해맞이해안로 1282,33.53242,126.84985,4,45958,30,66,564
월정리에서브런치,제주특별자치도 제주시 구좌읍 월정리 551,제주특별자치도 제주시 구좌읍 월정3길 53-4,33.55609,126.79492,4,3762,0,9,15
새벽숯불가든,제주특별자치도 서귀포시 성산읍 오조리 458,제주특별자치도 서귀포시 성산읍 일주동로 4036,33.467613,126.906715,5,1635,0,1,7
제주삼다국수,제주특별자치도 서귀포시 서호동 1476-7,제주특별자치도 서귀포시 김정문화로 59-1,33.2510739,126.5112127,5,2567,1,1,16
제주전복이야기,제주특별자치도 서귀포시 대정읍 상모리 133,제주특별자치도 서귀포시 대정읍 형제해안로 322,33.20677,126.29004,0,1165,0,0,10
루스트플레이스 시청점,제주특별자치도 제주시 이도2동 1768-8,제주특별자치도 제주시 중앙로 230-1,33.498966,126.529854,0,1004,0,0,0
루스트플레이스 아이파크점,제주특별자치도 제주시 노형동 3780-4,제주특별자치도 제주시 노형8길 9,33.483097,126.477234,0,943,0,0,0
비올레제주,제주특별자치도 제주시 한림읍 옹포리 514,제주특별자치도 제주시 한림읍 한림로 510,33.404263,126.2536,0,2230,2,0,1
만부정,제주특별자치도 제주시 연동 298-9,제주특별자치도 제주시 사장길 38,33.48196,126.49489,0,1926,0,0,9
미엘드세화,제주특별자치도 제주시 구좌읍 세화리 1476-1,제주특별자치도 제주시 구좌읍 해맞이해안로 1464,33.52448,126.86187,4,2127,0,3,7
리치망고 도두해안로점,제주특별자치도 제주시 도두일동 1753-1,제주특별자치도 제주시 서해안로 191,33.5057745,126.4687,0,2,0,0,0
삼일해장국,제주특별자치도 제주시 애월읍 하귀1리 137-3,제주특별자치도 제주시 애월읍 하귀9길 14,33.483119,126.4148371,0,20,0,0,0
사려니숲길화덕피자,제주특별자치도 제주시 조천읍 와흘리 165-10,제주특별자치도 제주시 조천읍 남조로 2133,33.481956,126.640686,5,2156,0,1,10
성아시,제주특별자치도 제주시 한림읍 금능리 1439,제주특별자치도 제주시 한림읍 금능길 68,33.38842,126.230446,5,2731,0,1,18
바람카페,제주특별자치도 제주시 아라1동 371-20,제주특별자치도 제주시 516로 3041-15,33.446735,126.554665,0,1692,0,0,3
빠라빠빵,제주특별자치도 제주시 용담3동 2371,제주특별자치도 제주시 서해안로 472-2,33.518814,126.48972,5,1987,0,1,3
키친그듸,제주특별자치도 제주시 애월읍 하귀동남1길 25-1 1층,제주특별자치도 제주시 애월읍 하귀동남1길 25-1 1층,33.485725,126.41371,0,2766,1,0,14
황금륭 버거,제주특별자치도 서귀포시 대정읍 신도리 10,제주특별자치도 서귀포시 대정읍 칠전로 434,33.28664,126.2229,5,1586,0,2,20
애월리안,제주특별자치도 제주시 애월읍 애월리 1587,제주특별자치도 제주시 애월읍 애원로 4,33.4640331,126.3198363,5,1374,0,1,0
원조마라도짜장면,제주특별자치도 서귀포시 대정읍 가파리 600,제주특별자치도 서귀포시 대정읍 마라로101번길 46,33.118538,126.26735,0,4256,0,0,3
서바당횟집,제주특별자치도 서귀포시 대정읍 가파리 716,제주특별자치도 서귀포시 대정읍 마라로 75,33.117287,126.26605,0,954,0,0,1
선흘방주할매식당,제주특별자치도 제주시 조천읍 선흘리 2039-1,제주특별자치도 제주시 조천읍 선교로 212,33.484562,126.70035,0,2221,0,0,17
매기의 추억,제주시 한림읍 귀덕리 4142-1,제주시 한림읍 한림해안로 595,33.440884,126.27774,0,1144,0,0,3
올레삼다정,제주특별자치도 서귀포시 동홍동 646-2,제주특별자치도 서귀포시 태평로537번길 48,33.25308,126.56996,0,1239,0,0,3
제스피,제주특별자치도 제주시 연동 273-34,제주특별자치도 제주시 신대로16길 44,33.487152,126.491486,5,2048,0,4,7
칠사돈,제주특별자치도 제주시 애월읍 하귀1리 192-6,제주 제주시 애월읍 하광로 17,33.483864,126.41212,3,1089,0,1,2
돌코롬허니,"제주특별자치도 제주시 구좌읍 김녕리 1705 ,1층",제주특별자치도 제주시 구좌읍 김녕로 110,33.55443,126.74995,0,1476,0,0,1
제주토속,제주특별자치도 제주시 이도일동 1260-29,제주특별자치도 제주시 동광로1길 27-1,33.502933,126.5280783,3,3773,1,2,32
천제연토속음식점,제주특별자치도 서귀포시 색달동 2539,제주특별자치도 서귀포시 천제연로 45,33.2569568,126.4111595,0,3863,0,0,24
천해천,제주특별자치도 제주시 노형동 3813,제주특별자치도 제주시 한라대학로 25,33.483097,126.477234,5,8430,1,6,81
빠빠라기,제주특별자치도 제주시 연동 272-19,제주특별자치도 제주시 신광로 45,33.4879855,126.4903506,0,969,0,0,0
밥빠,제주특별자치도 제주시 구좌읍 한동리 1367,제주특별자치도 제주시 구좌읍 해맞이해안로 990,33.543056,126.82989,4,2882,2,1,8
앞뱅디식당,제주특별자치도 제주시 연동 324-1,제주특별자치도 제주시 선덕로 32,33.4853213,126.4999909,5,9458,1,5,42
제주 바닷가의 나루터,제주특별자치도 제주시 용담3동 1003-1,제주특별자치도 제주시 용담3동 1003-1,33.499622,126.53119,0,333,0,0,0
제주뚝배기,제주특별자치도 서귀포시 성산읍 성산리 163-2,제주특별자치도 서귀포시 성산읍 일출로 255,33.4611374,126.9330294,5,5750,1,1,45
제주올레섬,제주특별자치도 제주시 연동 314-7,제주특별자치도 제주시 선덕로 12,33.4854059,126.4978968,0,1123,0,0,0
리치망고,제주특별자치도 제주시 애월읍 고내리 474-1,제주특별자치도 제주시 애월읍 애월해안로 272,33.4683713,126.3402434,4,26753,30,59,483
친구네 분식,제주특별자치도 서귀포시 대정읍 신영로 124-1,제주특별자치도 서귀포시 대정읍 신영로 124-1,33.499622,126.53119,0,1638,0,0,0
레이식당,제주특별자치도 제주시 구좌읍 평대리 2022-5,제주특별자치도 제주시 구좌읍 해맞이해안로 1156-5,33.5360258,126.8395795,0,1574,0,0,6
제주해물밥,제주특별자치도 제주시 외도2동 313-1,제주특별자치도 제주시 월대3길 14-6,33.4947,126.43402,5,10617,3,4,144
제주흑돈세상수라간,제주특별자치도 서귀포시 서홍동 265-1,제주특별자치도 서귀포시 중산간동로 8051,33.2639747,126.5566914,5,5509,1,4,68
중문신라원,제주특별자치도 서귀포시 색달동 2480-4,제주특별자치도 서귀포시 천제연로 107,33.254517,126.41738,0,4594,0,0,6
지중해그릴,제주특별자치도 제주시 관덕로15길 11-1(일도일동),제주특별자치도 제주시 관덕로15길 11-1(일도일동),33.5143,126.52662,0,1083,0,0,9
한우네백년해장국,제주특별자치도 제주시 신산로 6,제주특별자치도 제주시 신산로 6,33.512726,126.53173,4,1896,0,1,17
바다어사또,제주특별자치도 제주시 조천읍 함덕리 1252-43,제주특별자치도 제주시 조천읍 조함해안로 478,33.543064,126.66409,3,2093,0,1,4
베지그랑,서귀포시 하효동 168,서귀포시 효돈로170번길 20,33.262093,126.616516,0,1516,1,0,4
서귀포바당물회,제주특별자치도 서귀포시 태평로 512번길 1-4 107호,제주특별자치도 서귀포시 태평로 512번길 1-4 107호,33.249542,126.57284,0,3349,1,0,6
유나카페,서귀포시 남원읍 신례리 57-1,서귀포시 남원읍 공천포로 81,33.266018,126.64182,0,908,0,0,4
석다원,제주특별자치도 제주시 구좌읍 하도리 473,제주특별자치도 제주시 구좌읍 해맞이해안로 1752,33.5271,126.8892,0,1448,0,0,3
추억의 집,제주특별자치도 제주시 이도2동 1064-2,제주특별자치도 제주시 연삼로 414-1(이도이동),33.49581,126.53548,0,1401,0,0,10
평대성게국수,제주특별자치도 제주시 구좌읍 평대리 1945-2,제주특별자치도 제주시 구좌읍 해맞이해안로 1172,33.534233,126.83995,5,7944,4,4,53
경성통닭,제주특별자치도 서귀포시 서귀동 275-33,제주특별자치도 서귀포시 중앙로42번길 17,33.248642,126.56357,0,1195,0,0,7
꽃향유,제주시 애월읍 하가리 1407,제주시 애월읍 고하상로 101,33.4569306,126.3475934,0,706,0,0,4
루스트플레이스 외도점,제주특별자치도 제주시 외도1동 636-6,제주특별자치도 제주시 우정로 80,33.48571,126.43072,0,1265,0,0,0
커피앤빵,제주특별자치도 제주시 추자면 대서리 162,제주특별자치도 제주시 추자면 추자로 58-1,33.96188,126.29397,0,1108,0,0,0
행복미가,제주특별자치도 제주시 이도이동 1979-19,제주특별자치도 제주시 구남동5길 12,33.4907433,126.5415302,5,1519,0,1,6
평대랑 그네랑,제주특별자치도 제주시 구좌읍 평대리 2033-7,제주특별자치도 제주시 구좌읍 대수길 22,33.53649,126.83832,5,3072,2,2,19
아오리의 행방불명,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,5,1613,2,4,6
미인계 카페,제주특별자치도 제주시 애월읍 금성리 567,제주특별자치도 제주시 애월읍 금성1길 29-1,33.4469267,126.2998881,0,1316,0,0,4
다람쥐 식탁,제주특별자치도 제주시 한림읍 동명리 1580-7,제주특별자치도 제주시 한림읍 명월성로 10,33.364933,126.25859,0,1638,0,0,2
카페힐스,제주특별자치도 제주시 추자면 신양리 172-1,제주특별자치도 제주시 추자면 신양4길 18,33.9354341,126.3227638,0,325,0,0,0
김희선제주몸국,제주특별자치도 제주시 흥운길 73 (용담이동),제주특별자치도 제주시 흥운길 73 (용담이동),33.515125,126.51395,5,718,1,1,17
오드랑베이커리,제주특별자치도 제주시 조천읍 함덕리 270-1,제주특별자치도 제주시 조천읍 조함해안로 552-3,33.542137,126.671646,5,2940,0,1,21
복단지식당,제주특별자치도 제주시 한림읍 한림리 1314-84,제주특별자치도 제주시 한림읍 한림북동길 26,33.4174046,126.2640024,0,1835,0,0,14
루피카페,제주특별자치도 제주시 구좌읍 김녕리 3614,제주특별자치도 제주시 구좌읍 김녕로 79-2,33.554432,126.7468,0,383,0,0,2
황금무지개,제주특별자치도 서귀포시 표선면 표선리 780-3,제주특별자치도 서귀포시 표선면 표선관정로 113-2,33.323322,126.83222,0,1665,0,0,1
루스트플레이스 베라체점,제주특별자치도 제주시 아라2동 3001-10,제주특별자치도 제주시 승천로 73,33.492416,126.54305,0,1108,0,0,0
