R_Stay_Name,R_Stay_Old_Addr,R_Stay_Addr,R_Stay_Latitude,R_Stay_Longtitude,R_Stay_Score,R_Stay_Views,R_Stay_Preference,R_Stay_Reviews,R_Stay_Bookmarks
삼보민박,제주특별자치도 제주시 한림읍 월림리 2091,제주특별자치도 제주시 한림읍 명월성로 627,33.3546225,126.2569931,0,1154,0,0,0
탱자탱자게스트하우스,제주특별자치도 제주시 애월읍 애월리 1809,제주특별자치도 제주시 애월읍 애월로9길 69,33.4662,126.31837,0,1460,0,0,0
제주스테이비우다,제주특별자치도 서귀포시 색달동 1534,제주특별자치도 서귀포시 색달중앙로121번길 45,33.2651183,126.4092475,0,1806,0,0,0
라오체리조트,제주특별자치도 서귀포시 강정동 852-1,제주특별자치도 서귀포시 이어도로 763 (강정동),33.236057,126.49679,0,2610,0,0,1
고망난돌민박가든,제주특별자치도 서귀포시 성산읍 신천리 79,제주특별자치도 서귀포시 성산읍 일주동로 5464,33.353104,126.857895,5,2328,0,1,1
제이드림호텔(jdream hotel),제주특별자치도 제주시 연동 272-26,제주특별자치도 제주시 은남1길 40,33.489403,126.49162,5,1037,2,1,2
도도펜션,제주특별자치도 서귀포시 안덕면 창천리 930-9,제주특별자치도 서귀포시 안덕면 대평감산로 47,33.23878,126.36588,0,1849,0,0,2
발리호텔,제주특별자치도 제주시 연동 261-21,제주특별자치도 제주시 삼무로 26,33.4897006,126.4893406,0,923,0,0,1
호스텔린든(Hostel lyndon),제주특별자치도 제주시 이도이동 1781-5,제주특별자치도 제주시 서광로 278,33.4999689,126.5262754,5,3487,2,1,5
프라이빗리조트,제주특별자치도 서귀포시 호근동 433,제주특별자치도 서귀포시 태평로 130,33.2444652,126.5370483,0,1565,0,0,0
우진샘펜션,제주특별자치도 제주시 조천읍 선흘리 1960-23,제주특별자치도 제주시 조천읍 우진길 38-10,33.4623635,126.7013957,0,240,0,0,0
해오름민박,제주특별자치도 제주시 우도면 연평리 673-1,제주특별자치도 제주시 우도면 우도해안길 830,33.5156311,126.9579595,0,1994,0,0,0
스머프하우스,제주특별자치도 서귀포시 중문동 1489-3,제주특별자치도 서귀포시 천제연로 127-1,33.2542628,126.4192144,0,2573,0,0,1
뉴제주펜션,제주특별자치도 서귀포시 안덕면 창천리 1077,제주특별자치도 서귀포시 안덕면 대평감산로 162-36,33.246674,126.36302,0,551,0,0,0
뉴경남관광호텔,제주특별자치도 서귀포시 서귀동 314-1,제주특별자치도 서귀포시 태평로 347 (서귀동),33.24679,126.55815,0,1252,0,0,0
아인피플호텔,제주특별자치도 제주시 내도동 239-1,제주특별자치도 제주시 논세길 51,33.489447,126.4421364,0,1541,0,0,0
부영CC관광호텔,제주특별자치도 서귀포시 남원읍 수망리 628-8,제주특별자치도 서귀포시 남원읍 남조로 960,33.3508829,126.6980129,0,1493,1,0,0
그레이스관광호텔,제주특별자치도 제주시 연동 261-23,제주특별자치도 제주시 삼무로 18,33.489525,126.48871,4,498,1,1,0
골든파크호텔,제주시 오라1동 2442-5번지,제주특별자치도 제주시 서광로2길 9,33.499233,126.51305,4,669,0,1,0
차귀도게스트하우스,제주특별자치도 제주시 한경면 고산리 노을해안로 1174-2,제주특별자치도 제주시 한경면 고산리 노을해안로 1174-2,33.301914,126.1658,0,607,0,0,0
일성 제주비치콘도&리조트,제주특별자치도 제주시 한림읍 금능리 1625,제주특별자치도 제주시 한림읍 한림로 127,33.385246,126.2213,4,2300,0,2,5
탑팰리스호텔,제주특별자치도 제주시 일도일동 1279-5,제주특별자치도 제주시 중앙로 34,33.5152449,126.5245946,0,923,0,0,0
해피휴펜션,제주도 제주시 구좌읍 종달리 451-7,,33.50341,126.91178,0,565,0,0,0
비울채울펜션,제주특별자치도 서귀포시 토평동 353,,33.249435,126.58951,0,686,0,0,2
해안풍경펜션,제주특별자치도 제주시 도두이동 1654-6,제주특별자치도 제주시 신사수2길 6,33.5087966,126.4750685,0,1017,0,0,0
제주펜션향림원,제주특별자치도 서귀포시 보목동 1239-4,제주특별자치도 서귀포시 칠십리로394번길 8-3,33.2437437,126.5932198,0,1759,0,0,0
파인빌,제주특별자치도 서귀포시 보목동 1464,제주특별자치도 서귀포시 칠십리로 376 (보목동),33.24437,126.59118,0,422,0,0,0
제주토브,제주특별자치도 서귀포시 법환동 164,제주특별자치도 서귀포시 막숙포로 78,33.234924,126.51373,4,1723,0,1,0
게으른소나기,제주 제주시 구좌읍 한동리 1287-4,제주 제주시 구좌읍 계룡길 45-6,33.53883,126.83387,5,5755,0,2,5
우도올레펜션,제주특별자치도 제주시 우도면 연평리 781-5,제주특별자치도 제주시 우도면 전흘길 42,33.521879,126.9532976,0,1659,0,0,0
탐라누리,제주특별자치도 서귀포시 성산읍 수산리 2411-1,제주특별자치도 서귀포시 성산읍 금백조로 68,33.4398313,126.8658054,0,1113,0,0,0
강정서부민박,제주도 서귀포시 강정동 2851,제주도 서귀포시 이어도로 602,33.235264,126.480705,0,916,0,0,0
올레요리조트,제주특별자치도 서귀포시 강정동 2498-3,제주특별자치도 서귀포시 이어도로 720,33.2615636,126.49447,0,1659,0,0,0
제주펜션오다,제주특별자치도 제주시 용담삼동 2396,제주특별자치도 제주시 서해안로 452,33.51774,126.4878545,0,2741,1,0,2
썬베이펜션,제주특별자치도 제주시 삼양일동 1599-23,제주특별자치도 제주시 서흘길 14,33.526944,126.5883635,0,1033,0,0,0
팜힐,제주특별자치도 서귀포시 상예동 766-1,제주특별자치도 서귀포시 예래로 107,33.2524249,126.3964014,0,884,0,0,0
서귀포귤림성,제주특별자치도 서귀포시 호근동 569-2,제주특별자치도 서귀포시 일주동로 8941,33.2504829,126.5367012,0,1916,0,0,2
바다향기,제주특별자치도 제주시 삼양일동 1599-1,제주특별자치도 제주시 서흘길 24,33.5275634,126.5889207,0,1027,0,0,0
돌고래하우스(캠핑장),제주특별자치도 서귀포시 강정동 798,제주특별자치도 서귀포시 이어도로 826-58,33.232742,126.4995,0,3016,1,0,0
파인힐호텔,제주특별자치도 서귀포시 서귀동 776-1,제주특별자치도 서귀포시 부두로 44,33.241328,126.5644681,0,1454,0,0,1
내도바당펜션,제주특별자치도 제주시 내도동 509,제주특별자치도 제주시 내도중길 9-7,33.4957899,126.440455,4,2126,0,2,4
미소가펜션,제주특별자치도 서귀포시 남원읍 위미리 3100,제주특별자치도 서귀포시 남원읍 태위로44번길 2-1,33.272507,126.652374,0,1107,0,0,2
아리스토캣펜션,제주특별자치도 제주시 용담3동 2289,제주특별자치도 제주시 서해안로 518,33.51983,126.49447,0,853,0,0,0
몽마르뜨펜션,제주도 제주시 애월읍 고내리 91-8,제주도 제주시 애월읍 애월해안로 384-23,33.47103,126.35061,5,2125,0,1,2
하니크라운호텔,제주특별자치도 제주시 이도일동 1315,제주특별자치도 제주시 삼성로 10,33.5049614,126.5273789,0,951,1,0,1
제주해안휴양펜션(제주해안펜션),제주특별자치도 서귀포시 안덕면 사계리 2172-1,제주특별자치도 서귀포시 안덕면 사계남로 89,33.2273975,126.2995026,5,3629,1,2,2
제주카라반,제주특별자치도 제주시 조천읍 신흥리 15,제주특별자치도 제주시 조천읍 조함해안로 352,33.548897,126.65506,0,890,0,0,2
아이랑키즈펜션,제주특별자치도 제주시 애월읍 고내리 1071-1,제주특별자치도 제주시 애월읍 고내로7길 34,33.4656,126.33756,0,1762,0,0,1
사계여행민박,제주특별자치도 서귀포시 안덕면 사계리 236-2,제주특별자치도 서귀포시 안덕면 산방로 262,33.2349693,126.3078602,0,1447,0,0,0
디셈버호텔,제주특별자치도 제주시 연동 260-58,제주특별자치도 제주시 삼무로1길 15,33.4903086,126.4897335,0,2573,0,0,3
나무사이로햇살이,제주특별자치도 제주시 구좌읍 송당리 1389-14,제주특별자치도 제주시 구좌읍 중산간동로 2281,33.471115,126.78624,3,3225,1,1,1
아프리카게스트하우스,제주특별자치도 제주시 조천읍 신흥리 62-1,제주특별자치도 제주시 조천읍 신흥로2길 33,33.548946,126.65166,3,1582,0,1,2
호텔빠레브,제주특별자치도 서귀포시 강정동 173-4,제주특별자치도 서귀포시 김정문화로 23,33.2521531,126.5073796,0,1971,1,0,2
신라호텔제주,제주도 서귀포시 색달동 3039-3,제주도 서귀포시 중문관광로 72번길 75,33.24756,126.40812,5,23485,7,43,54
스위트호텔 제주,제주특별자치도 서귀포시 색달동 2812-10,제주특별자치도 서귀포시 중문관광로72번길 67,33.249291,126.4082711,5,3006,0,2,6
CS빌리지,제주특별자치도 제주시 애월읍 신엄리 2758,제주특별자치도 제주시 애월읍 애월해안로 532-7,33.47845,126.36037,0,1079,0,0,0
북마크하우스&카페,제주특별자치도 서귀포시 대정읍 일과리 1318-3,제주특별자치도 서귀포시 대정읍 일과대수로11번길 16-8,33.238735,126.23158,5,1544,0,1,1
플라마 펜션,제주특별자치도 제주시 한림읍 한림리 261,제주특별자치도 제주시 한림읍 장원길 34-29,33.41297,126.279,0,915,0,0,0
다노이커플펜션,제주특별자치도 제주시 구좌읍 동복리 1493-1,제주특별자치도 제주시 구좌읍 동복로 51,33.5531955,126.7117668,0,2317,1,0,0
엠버리조트,제주특별자치도 제주시 노형동 310-2,제주특별자치도 제주시 1100로 2671-51,33.423725,126.48906,0,1423,0,0,0
달빛고운펜션,제주특별자치도 제주시 구좌읍 월정리 2-1,제주특별자치도 제주시 구좌읍 월정7길 52-1,33.555317,126.79638,0,907,0,0,0
스토리인제주게스트하우스,제주특별자치도 제주시 이도일동 1387-3,제주특별자치도 제주시 중앙로12길 5,33.5118057,126.5239394,0,2246,1,0,2
아쿠아뷰티크,제주특별자치도 제주시 구좌읍 행원리 1515-4,제주특별자치도 제주시 구좌읍 해맞이해안로 526,33.5291668,126.8538817,0,2123,1,0,2
이린펜션,제주특별자치도 서귀포시 일주서로43번길 5,제주특별자치도 서귀포시 일주서로43번길 5,33.25143,126.504166,0,1083,0,0,0
제주풍경하우스,제주특별자치도 서귀포시 안덕면 덕수리 2392,제주특별자치도 서귀포시 안덕면 덕수서로18번길 7,33.252003,126.30531,0,703,0,0,0
뉴제주호텔,제주특별자치도 제주시 노형동 928-3,제주특별자치도 제주시 원노형6길 2,33.4855064,126.482656,0,1908,0,0,1
동원리조트제주,제주특별자치도 서귀포시 서귀동 685,제주특별자치도 서귀포시 솔동산로10번길 45,33.240833,126.562675,5,1715,0,1,0
돌집조앤정,제주특별자치도 제주시 구좌읍 세화리 834-1,제주특별자치도 제주시 구좌읍 세화합전1길 7,33.4895966,126.8316644,0,2506,0,0,3
허브올레펜션,제주특별자치도 제주시 애월읍 하소로 654-16,,33.426624,126.395065,0,777,0,0,1
더포그레이스호텔앤리조트,제주특별자치도 서귀포시 성산읍 시흥리 200,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,33.4736223,126.9107438,4,5850,2,3,20
달콤한아침,제주특별자치도 제주시 구좌읍 월정리 104-5,제주특별자치도 제주시 구좌읍 행원로 35-9,33.55214,126.79905,0,1264,0,0,1
라마다프라자제주호텔,제주특별자치도 제주시 삼도이동 1254,제주특별자치도 제주시 탑동로 66,33.5185924,126.5175016,5,10693,3,6,27
바산올레펜션,제주특별자치도 서귀포시 안덕면 창천리 844-15,제주특별자치도 서귀포시 안덕면 대평로 29,33.2365893,126.3639804,0,1068,0,0,1
난드르통나무집,제주특별자치도 서귀포시 안덕면 창천리 901-5,제주특별자치도 서귀포시 안덕면 대평로 36,33.237087,126.3639164,5,1584,1,1,1
바다스케치,제주특별자치도 서귀포시 안덕면 사계리 150,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,33.235,126.30998,0,1556,0,0,0
마라도별장,제주특별자치도 서귀포시 대정읍 가파리 697,제주특별자치도 서귀포시 대정읍 마라로101번길 43,33.118282,126.26671,0,1615,0,0,0
제주이야기펜션,제주특별자치도 제주시 애월읍 유수암리 354-7,제주특별자치도 제주시 애월읍 유수암평화길 170-2,33.4289,126.40955,3,2119,0,1,0
호텔난타,제주특별자치도 제주시 오등동 10-1,제주특별자치도 제주시 선돌목동길 56-26,33.445293,126.54792,4,1990,1,1,15
제주 벨루가,제주특별자치도 서귀포시 대정읍 영락리 2078-1,제주특별자치도 서귀포시 대정읍 영락하동로85번길 41-1,33.2562288,126.2115638,0,557,0,0,0
레이크힐스 제주 리조트,제주특별자치도 서귀포시 상예동 4611,제주특별자치도 서귀포시 존제로 24,33.2674383,126.3769731,0,1552,0,0,0
제주애,제주특별자치도 서귀포시 성산읍 일주동로 5047,제주특별자치도 서귀포시 성산읍 일주동로 5047,33.385174,126.88017,0,1789,1,0,1
그림같은집,제주도 서귀포시 법환동 710-1,제주도 서귀포시 법환상로22번길 71,33.24721,126.51751,0,1782,0,0,0
토리코티지카레클린트,제주특별자치도 제주시 애월읍 고내리 1046,제주특별자치도 제주시 애월읍 고내로7길 10-2,33.46413,126.338844,0,1209,0,0,0
씨엘블루호텔,제주특별자치도 제주시 용담삼동 2555,제주특별자치도 제주시 서해안로 368-3,33.5115153,126.4849504,5,2027,0,1,4
씨앤관광호텔,제주특별자치도 제주시 내도동 15-1,제주특별자치도 제주시 일주서로 7490,33.4936717,126.447018,5,2109,2,1,2
패밀리아팬션,제주특별자치도 서귀포시 표선면 하천리 1606,제주특별자치도 서귀포시 표선면 번영로 3340,33.3504691,126.8235669,0,689,0,0,0
몽쉘게스트하우스,제주특별자치도 제주시 아라1동 358-6,제주특별자치도 제주시 제주대학로 75-1,33.459724,126.5585,0,1512,0,0,1
클로버비앤비,제주특별자치도 서귀포시 성산읍 시흥리 1082,제주특별자치도 서귀포시 성산읍 시흥상동로 109,33.478205,126.8958421,0,1528,0,0,0
중문훼미리리조트,제주특별자치도 서귀포시 상예동 2729-1,제주특별자치도 서귀포시 소보리당로164번길 83,33.2659029,126.3837498,0,2377,1,0,1
동해모텔,제주특별자치도 제주시 오라일동 2451-16,제주특별자치도 제주시 서사로 182,33.4961216,126.519515,0,3189,0,0,0
모두올레 애견펜션,제주특별자치도 서귀포시 남원읍 남태해안로 279-4,제주특별자치도 서귀포시 남원읍 남태해안로 279-4,33.281956,126.73245,0,926,0,0,0
베니키아호텔제주,제주특별자치도 제주시 애월읍 신엄리 2735-1,제주특별자치도 제주시 애월읍 애월해안로 554-10,33.477284,126.3631613,1,2476,0,2,4
재즈마을리조트,제주특별자치도 서귀포시 소보리당로 220 (상예동),제주특별자치도 서귀포시 소보리당로 220 (상예동),33.262527,126.383965,0,888,0,0,0
해성펜션,제주특별자치도 서귀포시 중문동 1489-1,제주특별자치도 서귀포시 천제연로 131-8,33.2542072,126.4196588,0,1096,0,0,0
쏠레 민박,제주특별자치도 서귀포시 성산읍 성산리 347-20,제주특별자치도 서귀포시 성산읍 성산등용로 96-1,33.470123,126.93014,0,1808,0,0,0
그린사이드펜션,제주특별자치도 서귀포시 색달동 2538,제주특별자치도 서귀포시 천제연로 51,33.2568179,126.4115206,0,988,0,0,0
