R_Spot_Name,R_Spot_Old_Addr,R_Spot_Addr,R_Spot_Latitude,R_Spot_Longtitude,R_Spot_Score,R_Spot_Views,R_Spot_Preference,R_Spot_Reviews,R_Spot_Bookmarks
도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,제주특별자치도 제주시 구좌읍 송당리 산 255-1,33.431633,126.77203,0,1966,1,0,1
상추자포구,제주특별자치도 제주시 추자면 대서리,제주특별자치도 제주시 추자면 대서리,33.96429,126.292984,0,1121,0,0,0
신대산전망대,제주특별자치도 제주시 추자면 예초리,제주특별자치도 제주시 추자면 예초리,33.954597,126.34063,0,2369,1,0,0
동굴의 다원 다희연,제주특별자치도 제주시 조천읍 선흘리 2019-3 캐릭파크 내,제주특별자치도 제주시 조천읍 선교로 266 캐릭파크 내,33.4793016,126.700604,5,32356,4,16,123
들리오름 (들위오름),제주특별자치도 제주시 오등동 158,제주특별자치도 제주시 오등동 158,33.42894283,126.5430631,0,1029,0,0,0
검은오름,제주특별자치도 제주시 조천읍 선흘리 478,제주특별자치도 제주시 조천읍 선교로 569-36,33.46700052,126.701149,3,6459,4,1,13
제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),33.500607,126.65108,5,14107,0,3,49
맬튼개 갯담,제주특별자치도 제주시 구좌읍 하도리 3314-2,제주특별자치도 제주시 구좌읍 구좌로 142,33.520626,126.865746,5,3467,0,1,17
서커스월드공연장,제주특별자치도 서귀포시 안덕면 동광로 214,제주특별자치도 서귀포시 안덕면 동광로 214,33.313927,126.34488,5,20444,5,4,105
도두봉,제주특별자치도 제주시 도두동 산 1,제주특별자치도 제주시 도두동 산 1,33.50764,126.4686,5,29106,5,19,111
제주바다체험장,제주특별자치도 제주시 구좌읍 동복리 608-3,제주특별자치도 제주시 구좌읍 동복리 608-3,33.554684,126.722336,4,27483,1,1,18
제주별빛누리공원[제한적운영중],제주특별자치도 제주시 오등동 10-34,제주특별자치도 제주시 선돌목동길 60,33.4445482,126.5492536,4,29224,4,9,177
하고수동해변,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리,33.514126,126.958595,5,10289,5,50,99
붉은오름(성산읍),제주특별자치도 서귀포시 성산읍 고성리 57,제주특별자치도 서귀포시 성산읍 섭지코지로 261,33.42664477,126.9323537,0,4261,1,0,11
중문미로파크,제주특별자치도 서귀포시 상예동 3600,제주특별자치도 서귀포시 일주서로 1225-5,33.2631,126.38159,0,10714,3,0,67
소암현중화기념관,제주특별자치도 서귀포시 소암로 15,제주특별자치도 서귀포시 소암로 15,33.24504,126.56752,0,4938,1,0,6
우도해운 / 우도 가는 배,제주특별자치도 제주시 우도면 연평리 2395-3,제주특별자치도 제주시 우도면 우도해안길 352,33.50953,126.94358,5,6502,0,35,67
라온승마클럽,제주특별자치도 제주시 한림읍 월림7길 155,제주특별자치도 제주시 한림읍 월림7길 155,33.355453,126.2419,4,5610,0,3,18
이니스프리제주하우스,제주특별자치도 서귀포시 안덕면 서광리 1235-1,제주특별자치도 서귀포시 안덕면 신화역사로 23,33.3063942,126.2905203,5,21448,9,24,215
파파월드,제주특별자치도 제주시 애월읍 소길리 155-101,제주특별자치도 제주시 애월읍 평화로 2157,33.4194584,126.383518,5,10054,4,9,43
마라도(마라해양도립공원),제주특별자치도 서귀포시 대정읍 가파리 600,제주특별자치도 서귀포시 대정읍 마라로101번길 46,33.11709285,126.2674732,5,59352,18,139,321
퍼시픽 리솜 요트투어 샹그릴라,제주특별자치도 서귀포시 색달동 2950-5,제주특별자치도 서귀포시 중문관광로 154-17,33.2439248,126.4163378,4,25014,4,24,115
빈네오름,제주특별자치도 제주시 애월읍 봉성리,제주특별자치도 제주시 애월읍 봉성리,33.3508,126.39407,0,1028,0,0,0
제주힐링명상센터,제주특별자치도 제주시 애월읍 어음리 49,제주특별자치도 제주시 애월읍 어음13길 196,33.3954954,126.3611333,0,9841,2,0,14
렛츠런팜제주,제주특별자치도 제주시 조천읍 교래리 산 25-2,제주특별자치도 제주시 조천읍 남조로 1660,33.41699,126.681465,5,33487,6,36,201
삼바 두 브라질,제주특별자치도 서귀포시 중문관광로 199(중문관광단지內),,33.243904,126.42062,0,1288,0,0,3
제주랜드ATV,제주특별자치도 서귀포시 표선면 성읍리 2429,제주특별자치도 서귀포시 표선면 번영로 2561,33.405084,126.780344,5,11533,2,3,47
아날로그감귤밭,제주특별자치도 제주시 해안동 2463,제주특별자치도 제주시 해안마을8길 46,33.45559,126.451096,4,38788,15,25,337
산굼부리,제주특별자치도 제주시 조천읍 교래리 342-2,제주특별자치도 제주시 조천읍 비자림로 768,33.4316207,126.6900058,5,108472,31,355,938
용머리해안,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,33.2334272,126.313741,5,97286,24,127,795
제주김녕미로공원,제주특별자치도 제주시 구좌읍 김녕리 산 16,제주특별자치도 제주시 구좌읍 만장굴길 122,33.53653,126.77213,5,65910,41,78,602
걸시오름,제주특별자치도 제주시 연동 산 150,제주특별자치도 제주시 연동 산 150,33.41133,126.505455,0,1192,1,0,0
사계해변,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,33.23128864,126.3106857,5,18855,8,11,163
세계조가비박물관,제주특별자치도 서귀포시 서홍동 557-1,제주특별자치도 서귀포시 태평로 284,33.2475156,126.55173,4,8838,4,3,23
올레캠프 본점 알파캠프,제주특별자치도 서귀포시 성산읍 고성리 1207-2,제주특별자치도 서귀포시 성산읍 고성오조로 106,33.4445754,126.9095025,0,1654,0,0,1
상여오름,제주특별자치도 제주시 연동 산 60-2,제주특별자치도 제주시 연동 산 60-2,33.465427,126.49169,0,1765,1,0,0
평대해변,제주특별자치도 제주시 구좌읍 평대리 1994-20,제주특별자치도 제주시 구좌읍 평대리 1994-20,33.533226,126.84065,0,2927,0,0,9
쇠소깍해변,제주특별자치도 서귀포시 하효동,제주특별자치도 서귀포시 하효동,33.25114,126.62344,4,13130,9,43,198
한림공원,제주특별자치도 제주시 한림읍 협재리 2487,제주특별자치도 제주시 한림읍 한림로 300,33.3879944,126.2397837,5,81345,30,102,753
스프링데일CC,제주특별자치도 서귀포시 남원읍 서성로 459번지,제주특별자치도 서귀포시 남원읍 서성로 459번지,33.32895,126.64069,0,3704,0,0,2
신비의도로,제주특별자치도 제주시 1100로 2894-63,제주특별자치도 제주시 1100로 2894-63,33.451225,126.487305,5,27070,13,9,297
제주올레 4코스,제주특별자치도 서귀포시 남원읍 태흥리 200-2,제주특별자치도 서귀포시 남원읍 태흥리 200-2,33.299873,126.75359,5,6995,0,5,32
우도박물관,제주특별자치도 제주시 우도면 연평리 1457,제주특별자치도 제주시 우도면 우도로 163,33.507805,126.9532,3,6327,0,1,18
노을승마장,제주특별자치도 제주시 우도면 연평리 2358,제주특별자치도 제주시 우도면 우도해안길 406-1,33.51140616,126.9438329,5,5702,0,1,25
토산봉(망오름),제주특별자치도 서귀포시 표선면 토산리 산 13,제주특별자치도 서귀포시 표선면 토산리 산 13,33.322395,126.77359,0,2030,0,0,0
수목원테마파크,제주특별자치도 제주시 연동 1320,제주특별자치도 제주시 은수길 69 (연동),33.47053,126.48797,4,33227,8,7,147
바람모루,제주특별자치도 서귀포시 서호동,제주특별자치도 서귀포시 서호동,33.252605,126.51699,5,2195,0,1,7
서귀포해안,제주특별자치도 서귀포시 서호동,제주특별자치도 서귀포시 서호동,33.23262985,126.4982811,5,4540,0,11,52
설오름(서리오름),제주특별자치도 서귀포시 신효동,제주특별자치도 서귀포시 신효동,33.256275,126.60493,0,1176,0,0,2
하도해변,제주특별자치도 제주시 구좌읍 해맞이해안로,제주특별자치도 제주시 구좌읍 해맞이해안로,33.5183,126.9017,5,11435,3,35,68
성진이오름(개오름),제주특별자치도 제주시 봉개동 산 78-2,제주특별자치도 제주시 봉개동 산 78-2,33.420666,126.611336,0,1489,1,0,2
섶섬(서귀포해양도립공원),제주특별자치도 서귀포시 마소물로,제주특별자치도 서귀포시 마소물로,33.230137,126.5992,4,8284,2,10,5
세계자동차 & 피아노박물관,제주특별자치도 서귀포시 안덕면 상창리 2065-4,제주특별자치도 서귀포시 안덕면 중산간서로 1610,33.283195,126.34977,5,24253,1,29,286
한라생태숲,제주특별자치도 제주시 용강동 산 14-1,제주특별자치도 제주시 516로 2596,33.430924,126.595761,5,18219,2,10,60
휴애리 자연생활공원,제주특별자치도 서귀포시 남원읍 신례리 2081,"제주특별자치도 서귀포시 남원읍 신례동로 256 (신례리, 휴애리)",33.30854,126.63448,5,66590,25,77,725
더데오름(가가악),제주특별자치도 서귀포시 상예동 4489-1 일대,제주특별자치도 서귀포시 상예동 4489-1 일대,33.277172,126.37349,0,1296,0,0,2
대정해변(하모해변),제주특별자치도 서귀포시 대정읍 하모리,제주특별자치도 서귀포시 대정읍 하모리,33.226463,126.25283,5,6557,1,2,26
돔베낭골,제주특별자치도 서귀포시 호근동,제주특별자치도 서귀포시 호근동,33.238617,126.53255,5,5023,2,3,13
톨칸이,제주특별자치도 제주시 우도면 연평리 1732-1,제주특별자치도 제주시 우도면 연평리 1732-1,33.492393,126.9579,5,4446,0,8,27
제주절물자연휴양림,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도 제주시 명림로 584,33.439373,126.62845,5,78843,50,117,870
라온골프클럽,제주특별자치도 제주시 한경면 저지리 산 18,제주특별자치도 제주시 한경면 용금로 998,33.3448687,126.2782452,5,4082,2,2,0
만장굴,제주특별자치도 제주시 구좌읍 월정리 산 41-5,제주특별자치도 제주시 구좌읍 만장굴길 182,33.5548185,126.7969015,4,306226,45,61,1225
산천단,제주특별자치도 제주시 아라1동 392-3,제주특별자치도 제주시 아라1동 392-3,33.44791,126.552986,5,7506,0,2,14
형제해안로전망대,제주특별자치도 서귀포시 안덕면 사계리 2147-13,제주특별자치도 서귀포시 안덕면 형제해안로 26,33.227848,126.30391,0,2697,1,0,22
형제섬,제주특별자치도 서귀포시 안덕면 사계리 산 44,제주특별자치도 서귀포시 안덕면 사계리 산 44,33.209785,126.31431,5,8425,3,17,14
돈내코,제주특별자치도 서귀포시 516로 (상효동),제주특별자치도 서귀포시 516로 (상효동),33.301105,126.577385,4,22507,4,12,187
세미오름(삼의양오름),제주특별자치도 제주시 아라동 산 24-2,제주특별자치도 제주시 아라동 산 24-2,33.43975,126.56141,0,3316,0,0,0
지미봉,제주특별자치도 제주시 구좌읍 종달리 513,제주특별자치도 제주시 구좌읍 종달로1길 91-16,33.48953474,126.8779419,5,17566,4,24,46
두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,33.47950858,126.8841474,5,4456,2,4,10
단산과 방사탑,제주특별자치도 제주시 조천읍 신흥리 59-8,제주특별자치도 제주시 조천읍 신흥로1길 25,33.548756,126.65135,0,2689,0,0,4
오백나한,제주특별자치도 서귀포시 영실로 245 (하원동),제주특별자치도 서귀포시 영실로 245 (하원동),33.340366,126.480225,5,3771,0,1,11
주식회사 비스듬히,제주특별자치도 제주시 봉개동 산 78-1 절물약수암 내,제주특별자치도 제주시 명림로 584 절물약수암 내,33.4393726,126.6284479,0,0,0,0,0
세미소(세미소오름),제주특별자치도 제주시 한림읍 금악리 365-1,제주특별자치도 제주시 한림읍 새미소길 15,33.35579013,126.305615,0,1874,0,0,2
"생기악 (생기오름, 생길이오름)",제주특별자치도 서귀포시 남원읍 신례리 2040-5,제주특별자치도 서귀포시 남원읍 신례동로 268-131,33.30554622,126.6428464,0,1065,0,0,0
마라도성당,제주특별자치도 서귀포시 대정읍 가파리 662,제주특별자치도 서귀포시 대정읍 마라로 153,33.11572697,126.2691737,4,11230,7,10,46
제주라프 짚라인,제주특별자치도 제주시 조천읍 선흘리 600,제주특별자치도 제주시 조천읍 선교로 117,33.487106,126.706276,5,27751,5,1,156
초콜릿박물관,제주특별자치도 서귀포시 대정읍 일과리 551-18,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,33.25704,126.23002,5,25240,6,6,193
제주조천스위스마을,제주특별자치도 제주시 조천읍 와산리 1559-18,제주특별자치도 제주시 조천읍 함와로 566-27,33.4932304,126.6769248,5,63296,21,32,565
화북비석거리,제주특별자치도 제주시 일주동로,제주특별자치도 제주시 일주동로,33.52072,126.56066,5,2366,1,1,5
고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락리 2169,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,33.279945,126.16963,4,2790,4,2,22
민오름(봉개동),제주특별자치도 제주시 칠오름길 (봉개동),제주특별자치도 제주시 칠오름길 (봉개동),33.47778962,126.6184466,5,3269,1,3,4
연북정,제주특별자치도 제주시 조천읍 조천리 2690,제주특별자치도 제주시 조천읍 조천리 2690,33.548126,126.64038,0,6560,0,0,9
저지 예술인 마을,제주특별자치도 제주시 한경면 저지리 2120-116,제주특별자치도 제주시 한경면 저지14길 28-4,33.3394612,126.2672295,5,15424,3,7,31
이승이오름(이승악),[object Object],제주특별자치도 서귀포시 남원읍 신례리 산 12-19,33.36066,126.597206,5,3140,0,5,13
한국병원,제주특별자치도 제주시 삼도일동 518,제주특별자치도 제주시 서광로 193,33.5003822,126.5167845,0,2101,0,0,0
이랜드뮤지엄,제주특별자치도 제주시 한림해안로 530,제주특별자치도 제주시 한림해안로 530,33.436172,126.27444,0,9311,2,0,22
납읍난대림 금산공원,제주특별자치도 제주시 애월읍 납읍리 14 57,제주특별자치도 제주시 애월읍 납읍리 14 57,33.432728,126.33036,5,7650,1,1,8
대록산(큰사슴이),제주특별자치도 서귀포시 표선면 가시리 산 68-3,제주특별자치도 서귀포시 표선면 녹산로 464-78,33.33027645,126.7828951,5,2571,2,2,8
마라도기원정사,제주특별자치도 서귀포시 대정읍 가파리 736,제주특별자치도 서귀포시 대정읍 마라로 87,33.115997,126.26655,0,3132,1,0,0
섯알오름,제주특별자치도 서귀포시 대정읍 상모리 1618,제주특별자치도 서귀포시 대정읍 상모리 1618,33.20450506,126.281676,5,9458,6,27,1
사려니오름,제주특별자치도 서귀포시 남원읍 한남리 산 2-1,제주특별자치도 서귀포시 남원읍 516로 1648-87,33.3350666,126.6432356,5,9423,2,4,52
